Imagen,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,Indice,imagen_rotada,explicación clasificación2,clasificación_2
"[[[7 7 7]
  [6 6 6]
  [5 5 5]
  ...
  [3 7 6]
  [3 7 6]
  [3 7 6]]

 [[6 6 6]
  [6 6 6]
  [5 5 5]
  ...
  [2 6 5]
  [2 6 5]
  [2 6 5]]

 [[5 5 5]
  [5 5 5]
  [4 4 4]
  ...
  [4 6 5]
  [3 5 4]
  [3 5 4]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]]",356, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [6 2 3]
  [7 3 4]
  [8 4 5]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [6 2 3]
  [7 3 4]
  [8 4 5]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 2 3]
  [5 3 4]
  [6 4 5]]

 ...

 [[1 5 4]
  [0 4 3]
  [2 4 3]
  ...
  [1 1 3]
  [1 1 3]
  [1 1 3]]

 [[0 4 3]
  [0 4 3]
  [2 4 3]
  ...
  [1 1 3]
  [1 1 3]
  [2 2 4]]

 [[0 4 3]
  [0 4 3]
  [1 3 2]
  ...
  [1 1 3]
  [1 1 3]
  [2 2 4]]]",359, (R')SA(rs)a pec                                                                            ,espiral,0,,,espiral no barrada,0
"[[[2 2 2]
  [0 0 0]
  [0 0 0]
  ...
  [5 0 6]
  [7 0 7]
  [7 0 7]]

 [[2 2 2]
  [1 1 1]
  [0 0 0]
  ...
  [4 0 5]
  [6 0 6]
  [7 0 7]]

 [[2 2 2]
  [2 2 2]
  [1 1 1]
  ...
  [4 0 3]
  [6 0 4]
  [6 0 4]]

 ...

 [[9 9 9]
  [8 8 8]
  [6 6 6]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[9 9 9]
  [8 8 8]
  [6 6 6]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[8 8 8]
  [7 7 7]
  [6 6 6]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]]",360, SA_B(rs)cd                                                                          ,espiral,0,,,espiral barrada intermedia,2
"[[[ 7  6  2]
  [ 6  5  1]
  [ 5  4  2]
  ...
  [ 6  5  3]
  [ 7  6  4]
  [ 7  6  4]]

 [[ 6  5  1]
  [ 6  5  1]
  [ 5  4  2]
  ...
  [ 6  5  3]
  [ 7  6  4]
  [ 7  6  4]]

 [[ 6  5  1]
  [ 5  4  0]
  [ 4  3  1]
  ...
  [ 6  5  3]
  [ 7  6  4]
  [ 7  6  4]]

 ...

 [[12  2  1]
  [13  3  2]
  [13  3  2]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]

 [[13  3  2]
  [13  3  2]
  [13  3  2]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]

 [[13  3  2]
  [13  3  2]
  [13  3  2]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]]",361, (R')SA(rs)bc                                                                               ,espiral,0,,,espiral no barrada,0
"[[[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [18  7  1]
  [19  6  0]
  [19  6  0]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [17  6  0]
  [19  6  0]
  [18  5  0]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [16  5  1]
  [16  5  0]
  [15  4  0]]

 ...

 [[ 2  2 10]
  [ 1  1  9]
  [ 1  1  9]
  ...
  [ 7  3  4]
  [ 9  3  5]
  [10  4  6]]

 [[ 3  3 11]
  [ 3  3 11]
  [ 2  2 10]
  ...
  [ 8  4  5]
  [10  4  6]
  [11  5  7]]

 [[ 4  4 12]
  [ 4  4 12]
  [ 3  3 11]
  ...
  [ 9  5  6]
  [11  5  7]
  [11  5  7]]]",358, E2                                                                                                   ,elíptica,1,,,elíptica,6
"[[[91 80 50]
  [89 78 48]
  [84 73 43]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[91 80 50]
  [89 78 48]
  [84 73 43]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[91 80 52]
  [89 78 50]
  [86 72 45]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 ...

 [[ 9  3  5]
  [ 9  3  5]
  [ 7  3  4]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 8  2  4]
  [ 8  2  4]
  [ 6  2  3]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 8  2  4]
  [ 7  1  3]
  [ 6  2  3]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",30, SA(rs)bc                                                                                             ,espiral,0,,,espiral no barrada,0
"[[[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 5  6  1]
  [ 6  7  2]
  [ 6  7  2]]

 [[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 5  6  1]
  [ 6  7  2]
  [ 6  7  2]]

 [[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 5  5  3]
  [ 5  5  3]
  [ 6  6  4]]

 ...

 [[26  6  0]
  [28  8  1]
  [32  9  3]
  ...
  [ 8  4  3]
  [ 9  5  4]
  [ 9  5  4]]

 [[24  5  0]
  [27  7  0]
  [32  9  3]
  ...
  [ 9  3  3]
  [ 9  3  3]
  [10  4  4]]

 [[24  5  0]
  [26  7  0]
  [32  9  3]
  ...
  [ 8  2  2]
  [ 9  3  3]
  [ 9  3  3]]]",362, SA(s)b                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[0 5 3]
  [0 4 2]
  [0 3 2]
  ...
  [1 1 1]
  [2 2 2]
  [3 3 3]]

 [[0 5 3]
  [0 5 3]
  [0 4 3]
  ...
  [1 1 1]
  [2 2 2]
  [3 3 3]]

 [[0 6 4]
  [0 6 4]
  [1 5 4]
  ...
  [1 1 1]
  [2 2 2]
  [3 3 3]]

 ...

 [[3 1 2]
  [3 1 2]
  [4 2 3]
  ...
  [1 3 2]
  [1 3 2]
  [1 3 2]]

 [[3 1 2]
  [4 2 3]
  [5 3 4]
  ...
  [0 3 2]
  [0 3 2]
  [0 3 2]]

 [[3 1 2]
  [4 2 3]
  [6 4 5]
  ...
  [0 3 2]
  [0 3 2]
  [0 3 2]]]",366," (R_1')SA_B(p,r_s)ab                                      ",espiral,0,,,espiral barrada intermedia,2
"[[[ 8  9  4]
  [ 8  9  4]
  [ 8  9  4]
  ...
  [15 13  1]
  [19 15  6]
  [23 19 10]]

 [[10 11  6]
  [10 11  6]
  [10 11  6]
  ...
  [15 13  1]
  [20 16  5]
  [23 19  8]]

 [[13 14  9]
  [13 14  9]
  [12 13  8]
  ...
  [17 15  2]
  [21 17  5]
  [27 21  9]]

 ...

 [[ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]
  ...
  [ 5  5  5]
  [ 3  3  3]
  [ 2  2  2]]

 [[ 0  2  0]
  [ 0  2  0]
  [ 0  2  0]
  ...
  [ 5  5  5]
  [ 3  3  3]
  [ 2  2  2]]

 [[ 0  2  0]
  [ 0  2  0]
  [ 0  2  0]
  ...
  [ 5  5  5]
  [ 3  3  3]
  [ 2  2  2]]]",364, SA(rl)0^o sp                                                                                       ,espiral,0,,,espiral no barrada,0
"[[[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [51 24 15]
  [53 26 15]
  [54 27 16]]

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [53 26 17]
  [55 28 17]
  [56 29 18]]

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [56 29 20]
  [59 31 20]
  [60 32 20]]

 ...

 [[ 7  3  4]
  [ 7  3  4]
  [ 6  2  3]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]

 [[ 8  4  5]
  [ 7  3  4]
  [ 6  2  3]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]

 [[ 8  4  5]
  [ 7  3  4]
  [ 6  2  3]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]]",365, SA_B(r)bc pec                                                                       ,espiral,0,,,espiral barrada intermedia,2
"[[[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 3 2]
  [0 4 2]
  [0 4 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 4 3]
  [0 5 3]
  [0 5 3]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 4 3]
  [0 5 3]
  [0 5 3]]]",367, (R')SA(s)c                                                                                 ,espiral,0,,,espiral no barrada,0
"[[[ 7  3  2]
  [ 7  3  2]
  [ 7  3  2]
  ...
  [ 8  7  5]
  [ 9  8  6]
  [10  9  7]]

 [[ 7  3  2]
  [ 6  2  1]
  [ 6  2  1]
  ...
  [ 8  7  5]
  [ 9  8  6]
  [ 9  8  6]]

 [[ 6  2  1]
  [ 5  1  0]
  [ 5  1  0]
  ...
  [ 7  6  4]
  [ 8  7  5]
  [ 8  7  5]]

 ...

 [[ 6  5  3]
  [ 6  5  3]
  [ 6  5  3]
  ...
  [ 7  3  0]
  [ 8  4  1]
  [ 9  5  2]]

 [[ 7  6  4]
  [ 7  6  4]
  [ 7  6  4]
  ...
  [ 8  4  1]
  [10  6  3]
  [10  6  3]]

 [[ 8  7  5]
  [ 8  7  5]
  [ 7  6  4]
  ...
  [ 9  5  2]
  [11  7  4]
  [11  7  4]]]",368, SA(rs)c                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[2 1 0]
  [2 1 0]
  [4 0 0]
  ...
  [5 5 5]
  [6 6 6]
  [7 7 7]]

 [[2 1 0]
  [2 1 0]
  [4 0 0]
  ...
  [5 5 5]
  [6 6 6]
  [6 6 6]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 ...

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [6 2 1]
  [7 3 2]
  [7 3 2]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [7 1 1]
  [7 1 1]
  [8 2 2]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [6 0 0]
  [7 1 1]
  [7 1 1]]]",372, SB(_rs)bc                                                                           ,espiral,0,,,espiral barrada,1
"[[[18  4  4]
  [17  3  3]
  [12  0  0]
  ...
  [ 1  2  7]
  [ 1  2  7]
  [ 1  2  7]]

 [[18  4  4]
  [16  2  2]
  [12  0  0]
  ...
  [ 1  2  7]
  [ 1  2  7]
  [ 1  2  7]]

 [[17  2  5]
  [16  1  4]
  [13  1  3]
  ...
  [ 1  2  7]
  [ 1  2  7]
  [ 1  2  7]]

 ...

 [[ 3  3  5]
  [ 3  3  5]
  [ 3  3  5]
  ...
  [ 6  5  1]
  [ 6  5  0]
  [ 6  5  0]]

 [[ 4  4  6]
  [ 4  4  6]
  [ 3  3  5]
  ...
  [ 6  5  1]
  [ 6  5  0]
  [ 6  5  0]]

 [[ 4  4  6]
  [ 4  4  6]
  [ 3  3  5]
  ...
  [ 6  5  1]
  [ 6  5  0]
  [ 6  5  0]]]",373, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[10  0  0]
  [12  0  0]
  [13  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[10  0  0]
  [11  0  0]
  [13  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]]

 [[10  0  0]
  [11  0  0]
  [12  0  0]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 5  3  8]
  [ 4  2  7]
  [ 4  2  5]
  ...
  [ 4  2  3]
  [ 4  2  3]
  [ 5  3  4]]

 [[ 4  2  7]
  [ 4  2  7]
  [ 4  2  5]
  ...
  [ 6  4  5]
  [ 6  4  5]
  [ 6  4  5]]

 [[ 4  2  7]
  [ 4  2  7]
  [ 4  2  5]
  ...
  [ 7  5  6]
  [ 7  5  6]
  [ 8  6  7]]]",370, SAB(s)b                                                                                              ,espiral,0,,,espiral barrada intermedia,2
"[[[51 20 15]
  [50 19 14]
  [47 18 10]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[50 19 16]
  [47 18 12]
  [46 17 11]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[46 16 14]
  [44 16 12]
  [44 17 10]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 6  4  5]
  [ 6  4  5]
  [ 5  3  4]]

 [[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 5  3  4]
  [ 4  2  3]
  [ 4  2  3]]

 [[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  2  3]
  [ 3  1  2]
  [ 3  1  2]]]",374, SAB(s)b                                                                                              ,espiral,0,,,espiral barrada intermedia,2
"[[[ 0  4  7]
  [ 0  3  6]
  [ 0  3  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 0  4  7]
  [ 0  3  4]
  [ 0  3  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 0  3  4]
  [ 0  3  4]
  [ 0  3  4]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[56 46 47]
  [55 44 48]
  [54 42 52]
  ...
  [ 6  5  1]
  [ 5  4  0]
  [ 5  4  0]]

 [[46 34 38]
  [45 34 42]
  [44 32 46]
  ...
  [ 5  4  0]
  [ 4  3  0]
  [ 4  3  0]]

 [[35 22 29]
  [36 23 32]
  [34 21 38]
  ...
  [ 5  4  0]
  [ 4  3  0]
  [ 3  2  0]]]",31, SB(s)d                                                                                               ,espiral,0,,,espiral barrada,1
"[[[ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]
  ...
  [ 4  4  6]
  [ 6  6  8]
  [ 7  7  9]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 4  4  4]
  ...
  [ 4  3  8]
  [ 5  4  9]
  [ 6  5 10]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 4  3  8]
  [ 5  4  9]
  [ 6  5 10]]]",375, (R')SAB(rl)a                                                                               ,espiral,0,,,espiral barrada intermedia,2
"[[[2 4 0]
  [2 4 0]
  [3 4 0]
  ...
  [0 3 2]
  [0 2 1]
  [0 1 0]]

 [[3 5 0]
  [2 4 0]
  [3 4 0]
  ...
  [0 3 2]
  [0 2 1]
  [0 2 1]]

 [[3 5 0]
  [3 5 0]
  [3 4 0]
  ...
  [0 3 2]
  [0 5 3]
  [0 5 3]]

 ...

 [[1 3 0]
  [1 3 0]
  [0 2 0]
  ...
  [6 2 0]
  [7 2 0]
  [8 3 0]]

 [[0 4 0]
  [0 4 0]
  [0 2 0]
  ...
  [4 3 0]
  [7 3 0]
  [7 3 0]]

 [[0 4 0]
  [0 4 0]
  [0 2 0]
  ...
  [5 4 0]
  [7 3 0]
  [8 4 1]]]",376, S_AB(s)bc pec                                                                       ,espiral,0,,,espiral barrada intermedia,2
"[[[ 5  4  2]
  [ 5  4  2]
  [ 3  2  0]
  ...
  [ 6  4  5]
  [ 6  4  5]
  [ 5  3  4]]

 [[ 5  4  2]
  [ 4  3  1]
  [ 3  2  0]
  ...
  [ 6  4  5]
  [ 5  3  4]
  [ 5  3  4]]

 [[ 5  4  2]
  [ 4  3  1]
  [ 3  2  0]
  ...
  [ 6  4  5]
  [ 5  3  4]
  [ 4  2  3]]

 ...

 [[10 10  8]
  [10 10  8]
  [11 11  9]
  ...
  [ 3  3  5]
  [ 3  3  5]
  [ 3  3  5]]

 [[10 11  6]
  [10 11  6]
  [11 12  7]
  ...
  [ 2  2  4]
  [ 2  2  4]
  [ 2  2  4]]

 [[10 11  6]
  [10 11  6]
  [11 12  7]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]]",378, E2                                                                                                   ,elíptica,1,,,elíptica,6
"[[[ 7  2  8]
  [ 7  2  8]
  [ 7  2  8]
  ...
  [ 8  4  1]
  [ 8  4  1]
  [ 7  3  0]]

 [[ 7  2  8]
  [ 7  2  8]
  [ 7  2  8]
  ...
  [ 8  4  1]
  [ 8  4  1]
  [ 8  4  1]]

 [[ 5  3  6]
  [ 5  3  6]
  [ 5  3  6]
  ...
  [10  6  3]
  [10  6  3]
  [10  6  3]]

 ...

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 7  3  2]
  [ 6  2  1]
  [ 6  2  1]]

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [ 8  2  2]
  [ 8  2  2]
  [ 7  1  1]]

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [ 8  2  2]
  [ 8  2  2]
  [ 7  1  1]]]",379, SB(r_s)cd                                                                           ,espiral,0,,,espiral barrada,1
"[[[ 8  2  2]
  [ 7  1  1]
  [ 5  1  0]
  ...
  [ 3  2  0]
  [ 3  2  0]
  [ 3  2  0]]

 [[ 8  2  2]
  [ 7  1  1]
  [ 5  1  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 8  2  2]
  [ 7  1  1]
  [ 5  1  0]
  ...
  [ 2  1  0]
  [ 1  0  0]
  [ 1  0  0]]

 ...

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [10  1  4]
  [12  3  6]
  [14  5  8]]

 [[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [10  1  4]
  [13  4  7]
  [15  6  9]]

 [[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [11  2  5]
  [14  5  8]
  [16  7 10]]]",380, SA0^-:                                                                                             ,espiral,0,,,espiral no barrada,0
"[[[11  0  8]
  [11  0  8]
  [11  0  8]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 [[11  0  8]
  [11  0  8]
  [11  0  8]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 [[11  0  8]
  [11  0  8]
  [11  0  8]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 ...

 [[ 1  0  5]
  [ 1  0  5]
  [ 3  1  6]
  ...
  [ 6  2  3]
  [ 8  2  4]
  [ 7  3  4]]

 [[ 0  0  4]
  [ 0  0  4]
  [ 2  0  5]
  ...
  [ 4  2  3]
  [ 6  2  3]
  [ 5  3  4]]

 [[ 0  0  4]
  [ 0  0  4]
  [ 1  0  4]
  ...
  [ 3  1  2]
  [ 4  2  3]
  [ 5  3  4]]]",384, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[0 3 0]
  [0 3 0]
  [0 3 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 3 0]
  [0 3 0]
  [0 3 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 4 0]
  [0 3 0]
  [0 3 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [4 4 4]
  [3 5 4]
  [3 5 4]]

 [[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [4 4 4]
  [3 5 4]
  [3 5 4]]

 [[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [4 4 4]
  [3 5 4]
  [3 5 4]]]",381, SB(rs)0/a                                                                                            ,espiral,0,,,espiral barrada,1
"[[[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 2  2  0]
  [ 1  3  0]
  [ 1  3  0]]

 [[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 1  1  0]
  [ 0  2  0]
  [ 0  2  0]]

 [[ 0  0  2]
  [ 1  1  3]
  [ 2  2  4]
  ...
  [ 1  1  0]
  [ 0  1  0]
  [ 0  1  0]]

 ...

 [[ 2 13  9]
  [ 3 14 10]
  [ 4 15 11]
  ...
  [ 0  0  4]
  [ 0  0  4]
  [ 0  0  4]]

 [[ 1 12  8]
  [ 2 13  9]
  [ 4 15 11]
  ...
  [ 0  0  5]
  [ 0  0  5]
  [ 0  0  5]]

 [[ 1 12  8]
  [ 2 13  9]
  [ 4 15 11]
  ...
  [ 0  0  5]
  [ 0  0  5]
  [ 0  0  5]]]",385, SB(s)dm                                                                                              ,espiral,0,,,espiral barrada,1
"[[[12  6  8]
  [12  6  8]
  [11  5  7]
  ...
  [11 10  8]
  [11 10  8]
  [11 10  8]]

 [[11  5  7]
  [11  5  7]
  [11  5  7]
  ...
  [10  9  7]
  [10  9  7]
  [ 9  8  6]]

 [[ 9  5  6]
  [ 9  5  6]
  [ 9  5  6]
  ...
  [10  6  5]
  [10  6  5]
  [10  6  5]]

 ...

 [[ 2  8  6]
  [ 2  8  6]
  [ 2  6  5]
  ...
  [12 11  7]
  [11 10  6]
  [10  9  5]]

 [[ 2  8  6]
  [ 2  8  6]
  [ 2  6  5]
  ...
  [ 9  8  3]
  [ 8  7  2]
  [ 8  7  2]]

 [[ 2  8  6]
  [ 2  8  6]
  [ 2  6  5]
  ...
  [ 7  6  1]
  [ 6  5  0]
  [ 6  5  0]]]",386, SAB(r_s)b                                                                           ,espiral,0,,,espiral barrada intermedia,2
"[[[18  6 10]
  [18  6 10]
  [16  4  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19  7 11]
  [18  6 10]
  [17  5  9]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19  7 11]
  [18  6 10]
  [17  5  9]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 7  1  3]
  [ 7  1  3]
  [ 7  1  3]
  ...
  [16 12  9]
  [14 10  7]
  [12  8  5]]

 [[ 9  0  3]
  [ 9  0  3]
  [ 7  1  3]
  ...
  [15 11  8]
  [13  9  6]
  [11  7  4]]

 [[10  1  4]
  [10  1  4]
  [ 8  2  4]
  ...
  [15 11  8]
  [12  8  5]
  [10  6  3]]]",387, E1                                                                                                   ,elíptica,1,,,elíptica,6
"[[[ 8  3  0]
  [ 9  4  0]
  [12  4  1]
  ...
  [ 7  5  6]
  [ 6  4  5]
  [ 5  3  4]]

 [[ 7  2  0]
  [ 8  3  0]
  [11  3  0]
  ...
  [ 7  5  6]
  [ 6  4  5]
  [ 5  3  4]]

 [[ 6  1  0]
  [ 7  2  0]
  [11  3  1]
  ...
  [ 7  5  6]
  [ 6  4  5]
  [ 6  4  5]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]]",32, SA(s)ab                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [5 1 0]
  [5 1 0]
  [6 2 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [5 1 0]
  [6 2 0]
  [6 2 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [5 1 0]
  [6 2 0]
  [6 2 0]]

 ...

 [[7 0 0]
  [7 0 0]
  [8 0 0]
  ...
  [4 2 3]
  [5 3 4]
  [5 3 4]]

 [[4 0 0]
  [5 0 0]
  [5 0 0]
  ...
  [6 4 5]
  [6 4 5]
  [7 5 6]]

 [[4 0 0]
  [4 0 0]
  [5 0 0]
  ...
  [7 5 6]
  [8 6 7]
  [8 6 7]]]",391, SAB:(s)dm sp                                                                                         ,espiral,0,,,espiral barrada intermedia,2
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 3 2]
  [0 3 2]
  [0 3 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 3 2]
  [0 3 2]
  [0 3 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 3 2]
  [1 3 2]
  [1 3 2]]

 ...

 [[4 5 0]
  [3 4 0]
  [3 3 1]
  ...
  [9 0 3]
  [9 0 3]
  [9 0 3]]

 [[3 4 0]
  [2 3 0]
  [2 2 0]
  ...
  [9 0 3]
  [9 0 3]
  [9 0 3]]

 [[2 3 0]
  [2 3 0]
  [1 1 0]
  ...
  [9 0 3]
  [9 0 3]
  [9 0 3]]]",392, (R')SAB(rs)a                                                                               ,espiral,0,,,espiral barrada intermedia,2
"[[[2 0 1]
  [1 0 0]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[2 0 1]
  [1 0 0]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[2 0 1]
  [2 0 1]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]

 ...

 [[3 1 2]
  [2 0 1]
  [2 0 1]
  ...
  [4 2 5]
  [3 1 4]
  [3 1 4]]

 [[3 1 2]
  [2 0 1]
  [1 0 0]
  ...
  [6 1 7]
  [5 0 6]
  [4 0 5]]

 [[3 1 2]
  [3 1 2]
  [1 0 0]
  ...
  [6 1 7]
  [4 0 5]
  [4 0 5]]]",393, SAB(r'l)0^o                                                                              ,espiral,0,,,espiral barrada intermedia,2
