Indice,Imagen_auto_scale,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,imagen_rotada,explicación clasificación2,clasificación_2
127,"[[[17 12  8]
  [16 11  7]
  [15 10  7]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]

 [[16 11  7]
  [15 10  6]
  [14  9  6]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]

 [[12  9  4]
  [12  9  4]
  [11  7  4]
  ...
  [ 9  0  3]
  [ 8  0  2]
  [ 8  0  2]]

 ...

 [[ 4  0 14]
  [ 4  0 14]
  [ 5  1 15]
  ...
  [ 4  5  9]
  [ 3  4  9]
  [ 3  4  9]]

 [[ 4  0 14]
  [ 4  0 14]
  [ 5  1 15]
  ...
  [ 5  6 11]
  [ 4  4 12]
  [ 3  3 11]]

 [[ 4  0 14]
  [ 4  0 14]
  [ 5  1 15]
  ...
  [ 5  6 11]
  [ 5  5 13]
  [ 4  4 12]]]",219, SAB(s)c                                                                                              ,espiral,0,,espiral barrada intermedia,2
125,"[[[17  5  5]
  [17  5  5]
  [16  4  4]
  ...
  [19  7  9]
  [19  7  9]
  [19  7  9]]

 [[17  5  5]
  [17  5  5]
  [16  4  4]
  ...
  [19  7  9]
  [19  7  9]
  [19  7  9]]

 [[18  6  6]
  [17  5  5]
  [16  4  4]
  ...
  [20  8 10]
  [20  8 10]
  [20  8 10]]

 ...

 [[14  2  4]
  [15  3  5]
  [15  3  5]
  ...
  [ 4  0  1]
  [ 4  0  1]
  [ 4  0  1]]

 [[15  3  5]
  [15  3  5]
  [15  3  5]
  ...
  [ 4  0  1]
  [ 4  0  1]
  [ 4  0  1]]

 [[15  3  5]
  [15  3  5]
  [15  3  5]
  ...
  [ 4  0  1]
  [ 4  0  1]
  [ 4  0  1]]]",216, SAcd:                                                                                                ,espiral,0,,espiral no barrada,0
128,"[[[  3   3   3]
  [  3   3   3]
  [  4   4   4]
  ...
  [  2   0   1]
  [  2   0   1]
  [  2   0   1]]

 [[  3   3   3]
  [  3   3   3]
  [  4   4   4]
  ...
  [  2   0   1]
  [  2   0   1]
  [  2   0   1]]

 [[  3   3   3]
  [  3   3   3]
  [  4   4   4]
  ...
  [  2   0   1]
  [  2   0   1]
  [  2   0   1]]

 ...

 [[  5   3   4]
  [  5   3   4]
  [  5   3   4]
  ...
  [129  67  52]
  [130  68  53]
  [130  68  53]]

 [[  6   4   5]
  [  6   4   5]
  [  6   4   5]
  ...
  [130  68  53]
  [130  68  53]
  [131  69  54]]

 [[  7   5   6]
  [  7   5   6]
  [  7   5   6]
  ...
  [130  68  53]
  [131  69  54]
  [131  69  54]]]",220, Sb sp                                                                                                ,espiral,0,,espiral barra indeterminada,4
12,"[[[13  7 11]
  [13  7 11]
  [12  7 11]
  ...
  [ 5  0  1]
  [ 5  0  1]
  [ 6  0  2]]

 [[13  7 11]
  [13  7 11]
  [12  7 11]
  ...
  [ 5  0  1]
  [ 6  0  2]
  [ 6  0  2]]

 [[13  7 11]
  [13  7 11]
  [12  7 11]
  ...
  [ 5  0  1]
  [ 6  0  2]
  [ 6  0  2]]

 ...

 [[ 7  9  8]
  [ 7  9  8]
  [ 7  9  8]
  ...
  [10 10 10]
  [ 9 11 10]
  [ 9 11 10]]

 [[ 7  9  8]
  [ 7  9  8]
  [ 7  9  8]
  ...
  [ 8 10  9]
  [ 8 10  9]
  [ 8 10  9]]

 [[ 7  9  8]
  [ 7  9  8]
  [ 7  9  8]
  ...
  [ 8 10  9]
  [ 8 10  9]
  [ 8 10  9]]]",15, (R')SA(l)b                                                                                 ,espiral,0,,espiral no barrada,0
129,"[[[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [14  5  0]
  [14  5  0]
  [14  5  0]]

 [[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [14  5  0]
  [14  5  0]
  [14  5  0]]

 [[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [14  5  0]
  [14  5  0]
  [14  5  0]]

 ...

 [[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 5  5  3]
  [ 5  5  3]
  [ 6  6  4]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 5  5  3]
  [ 6  6  4]
  [ 6  6  4]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 6  6  4]
  [ 6  6  4]
  [ 6  6  4]]]",221, (R')SB(rs)b pec                                                                            ,espiral,0,,espiral barrada,1
130,"[[[243  68  25]
  [243  68  25]
  [243  68  23]
  ...
  [  5   1   2]
  [  5   1   2]
  [  5   1   2]]

 [[243  68  25]
  [243  68  23]
  [244  69  24]
  ...
  [  5   1   2]
  [  5   1   2]
  [  5   1   2]]

 [[244  69  24]
  [244  69  24]
  [244  69  24]
  ...
  [  5   1   2]
  [  5   1   2]
  [  5   1   2]]

 ...

 [[  1   1   3]
  [  1   1   3]
  [  1   1   3]
  ...
  [ 15   4   8]
  [ 15   4   8]
  [ 14   3   7]]

 [[  1   0   5]
  [  1   0   5]
  [  1   0   5]
  ...
  [ 15   4   8]
  [ 15   4   8]
  [ 14   3   7]]

 [[  1   0   5]
  [  1   0   5]
  [  1   0   5]
  ...
  [ 15   4   8]
  [ 15   4   8]
  [ 14   3   7]]]",222, SAB(rs)b                                                                                             ,espiral,0,,espiral barrada intermedia,2
131,"[[[13  3 12]
  [14  4 13]
  [14  4 12]
  ...
  [33 14 16]
  [34 15 17]
  [34 15 17]]

 [[13  3 12]
  [13  3 12]
  [14  4 12]
  ...
  [33 14 16]
  [35 15 17]
  [34 15 17]]

 [[13  3 12]
  [13  3 12]
  [14  4 12]
  ...
  [35 15 16]
  [36 14 16]
  [35 15 16]]

 ...

 [[ 5  1  2]
  [ 5  1  2]
  [ 4  0  1]
  ...
  [ 7  3  0]
  [ 9  4  1]
  [ 9  4  1]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 4  0  1]
  ...
  [ 7  3  0]
  [ 9  4  1]
  [ 9  4  1]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 4  0  1]
  ...
  [ 7  3  0]
  [ 9  4  1]
  [10  5  2]]]",223, SA(_rs)b                                                                            ,espiral,0,,espiral no barrada,0
132,"[[[ 8  2  2]
  [ 7  1  1]
  [ 7  1  1]
  ...
  [13  7  7]
  [12  8  7]
  [12  8  7]]

 [[ 8  2  2]
  [ 8  2  2]
  [ 7  1  1]
  ...
  [13  7  7]
  [13  7  7]
  [12  8  7]]

 [[12  3  4]
  [11  2  3]
  [ 9  3  3]
  ...
  [14  8  8]
  [14  8  8]
  [14  8  8]]

 ...

 [[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 7  6 11]
  [ 6  5 10]
  [ 4  5  9]]

 [[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 7  6 11]
  [ 6  5 10]
  [ 6  5 10]]

 [[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 8  6 11]
  [ 7  6 11]
  [ 6  5 10]]]",225," SA(s,rl)bc                                                                                           ",espiral,0,,espiral no barrada,0
133,"[[[6 0 0]
  [6 0 0]
  [6 2 1]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 [[6 0 0]
  [6 0 0]
  [6 2 1]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 [[6 0 0]
  [6 0 0]
  [5 1 0]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 ...

 [[3 3 1]
  [3 3 1]
  [3 3 1]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[3 3 1]
  [3 3 1]
  [3 3 1]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[3 3 1]
  [3 3 1]
  [3 3 1]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]]",226, (R_1')SB(r)a                                                                               ,espiral,0,,espiral barrada,1
134,"[[[13  3  4]
  [13  3  4]
  [13  3  4]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[13  3  4]
  [13  3  4]
  [13  3  4]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[13  3  4]
  [13  3  4]
  [13  3  4]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 ...

 [[ 8  4  3]
  [ 8  4  3]
  [ 8  4  3]
  ...
  [ 1  5  4]
  [ 1  5  4]
  [ 1  5  4]]

 [[ 8  4  3]
  [ 8  4  3]
  [ 8  4  3]
  ...
  [ 0  6  4]
  [ 0  6  4]
  [ 0  6  4]]

 [[ 8  4  3]
  [ 8  4  3]
  [ 8  4  3]
  ...
  [ 0  6  4]
  [ 0  6  4]
  [ 0  6  4]]]",227, S_AB(rs)b                                                                           ,espiral,0,,espiral barrada intermedia,2
135,"[[[ 7  1  3]
  [ 6  0  2]
  [ 5  1  2]
  ...
  [78 30 30]
  [80 28 30]
  [80 28 30]]

 [[ 7  1  3]
  [ 6  0  2]
  [ 5  1  2]
  ...
  [72 24 24]
  [73 23 26]
  [73 23 24]]

 [[ 7  1  3]
  [ 6  0  2]
  [ 5  1  2]
  ...
  [64 18 20]
  [66 17 21]
  [66 17 20]]

 ...

 [[ 5 10  6]
  [ 5 10  6]
  [ 5 10  6]
  ...
  [ 2  0  3]
  [ 3  1  4]
  [ 3  1  4]]

 [[ 3  9  5]
  [ 3  9  5]
  [ 3  9  5]
  ...
  [ 1  1  3]
  [ 2  2  4]
  [ 2  2  4]]

 [[ 2  8  4]
  [ 2  8  4]
  [ 2  8  4]
  ...
  [ 1  1  3]
  [ 2  2  4]
  [ 2  2  4]]]",228, (L)SB(bl)0^o                                                                                       ,espiral,0,,espiral barrada,1
136,"[[[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 ...

 [[13  4  9]
  [13  4  9]
  [13  4  9]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[14  5 10]
  [14  5 10]
  [14  5 10]
  ...
  [ 5  0  0]
  [ 5  0  0]
  [ 5  0  0]]

 [[14  5 10]
  [14  5 10]
  [14  5 10]
  ...
  [ 5  0  0]
  [ 5  0  0]
  [ 5  0  0]]]",229, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
138,"[[[ 6  5 10]
  [ 6  5 10]
  [ 6  5 10]
  ...
  [ 7  3  4]
  [ 7  3  4]
  [ 8  4  5]]

 [[ 6  5 10]
  [ 6  5 10]
  [ 6  5 10]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 7  3  4]]

 [[ 6  5 10]
  [ 6  5 10]
  [ 6  5 10]
  ...
  [ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]]

 ...

 [[ 5  3  6]
  [ 5  3  6]
  [ 5  3  6]
  ...
  [11  4  0]
  [11  4  0]
  [11  4  0]]

 [[ 6  1  5]
  [ 6  1  5]
  [ 6  1  5]
  ...
  [12  5  0]
  [12  5  0]
  [12  5  0]]

 [[ 6  1  5]
  [ 6  1  5]
  [ 6  1  5]
  ...
  [12  5  0]
  [12  5  0]
  [12  5  0]]]",232, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
137,"[[[ 8  4  1]
  [ 8  4  1]
  [ 8  4  1]
  ...
  [17  7  5]
  [17  9  6]
  [19 11  8]]

 [[ 9  5  2]
  [ 9  5  2]
  [ 8  4  1]
  ...
  [17  7  5]
  [17  9  6]
  [19 11  8]]

 [[11  7  4]
  [10  6  3]
  [ 9  5  2]
  ...
  [19  9  7]
  [19 12  6]
  [21 14  8]]

 ...

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  7  0]
  [ 1  8  1]
  [ 1  8  1]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  6  0]
  [ 2  7  1]
  [ 2  7  1]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  6  0]
  [ 1  6  0]
  [ 2  7  1]]]",231, (R_1')SAB:(rs)b sp                                                                         ,espiral,0,,espiral barrada intermedia,2
13,"[[[5 3 4]
  [5 3 4]
  [5 3 4]
  ...
  [2 7 3]
  [2 7 3]
  [2 7 3]]

 [[5 3 4]
  [5 3 4]
  [5 3 4]
  ...
  [2 7 3]
  [2 7 3]
  [2 7 3]]

 [[5 3 4]
  [5 3 4]
  [5 3 4]
  ...
  [4 6 3]
  [4 6 3]
  [4 6 3]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",16, S0^o / E(d)7                                                                                       ,lenticular,3,,lenticular,5
139,"[[[ 5  0  1]
  [ 5  0  1]
  [ 5  0  1]
  ...
  [ 4  3  8]
  [ 4  3  9]
  [ 4  3  9]]

 [[ 5  0  1]
  [ 5  0  1]
  [ 5  0  1]
  ...
  [ 3  2  7]
  [ 4  3  9]
  [ 4  3  9]]

 [[ 5  0  1]
  [ 5  0  1]
  [ 5  0  1]
  ...
  [ 3  2  7]
  [ 3  2  8]
  [ 4  3  9]]

 ...

 [[27 16 12]
  [28 17 13]
  [29 18 14]
  ...
  [ 2  2  0]
  [ 3  3  1]
  [ 3  3  1]]

 [[28 14 11]
  [28 14 11]
  [27 16 12]
  ...
  [ 2  2  0]
  [ 3  3  1]
  [ 3  3  1]]

 [[27 13 10]
  [27 13 10]
  [26 15 11]
  ...
  [ 2  2  0]
  [ 2  2  0]
  [ 3  3  1]]]",233, E(d)4-5                                                                                              ,elíptica,1,,elíptica,6
140,"[[[7 3 0]
  [7 3 0]
  [8 4 1]
  ...
  [5 5 3]
  [4 4 2]
  [3 3 1]]

 [[7 3 0]
  [7 3 0]
  [8 4 1]
  ...
  [5 5 3]
  [4 4 2]
  [3 3 1]]

 [[7 3 0]
  [7 3 0]
  [8 4 1]
  ...
  [5 5 3]
  [4 4 2]
  [3 3 1]]

 ...

 [[5 0 4]
  [5 0 4]
  [5 0 4]
  ...
  [6 2 3]
  [8 2 4]
  [7 3 4]]

 [[5 0 4]
  [5 0 4]
  [5 0 4]
  ...
  [3 1 2]
  [5 1 2]
  [4 2 3]]

 [[5 0 4]
  [5 0 4]
  [5 0 4]
  ...
  [2 0 1]
  [3 1 2]
  [3 1 2]]]",234, SA(s)c pec                                                                                           ,espiral,0,,espiral no barrada,0
142,"[[[ 4  0  3]
  [ 4  0  3]
  [ 4  0  3]
  ...
  [13  9  6]
  [13  9  6]
  [13  9  6]]

 [[ 4  0  3]
  [ 4  0  3]
  [ 4  0  3]
  ...
  [13  9  6]
  [13  9  6]
  [13  9  6]]

 [[ 4  0  3]
  [ 4  0  3]
  [ 4  0  3]
  ...
  [13  9  6]
  [13  9  6]
  [13  9  6]]

 ...

 [[ 1  1  0]
  [ 1  1  0]
  [ 2  2  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 2  2  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 2  2  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]]",237, Sbc spw                                                                                              ,espiral,0,,espiral barra indeterminada,4
141,"[[[ 1  0  6]
  [ 1  0  6]
  [ 1  0  6]
  ...
  [81 36 13]
  [81 36 13]
  [81 36 13]]

 [[ 1  0  6]
  [ 1  0  6]
  [ 1  0  6]
  ...
  [80 35 12]
  [80 35 12]
  [80 35 12]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [78 33 10]
  [76 34 10]
  [76 34 10]]

 ...

 [[ 3  3  1]
  [ 4  4  2]
  [ 5  5  3]
  ...
  [10  0  1]
  [ 9  0  0]
  [10  0  1]]

 [[ 3  3  1]
  [ 3  3  1]
  [ 4  4  2]
  ...
  [10  0  1]
  [ 9  0  0]
  [ 9  0  0]]

 [[ 2  2  0]
  [ 3  3  1]
  [ 4  4  2]
  ...
  [10  0  1]
  [ 9  0  0]
  [ 9  0  0]]]",236," (R_1')SA_B(p,_rs)ab                                      ",espiral,0,,espiral barrada intermedia,2
145,"[[[5 1 0]
  [4 0 0]
  [4 0 0]
  ...
  [9 4 1]
  [9 4 1]
  [9 4 1]]

 [[5 1 0]
  [4 0 0]
  [4 0 0]
  ...
  [9 4 1]
  [9 4 1]
  [9 4 1]]

 [[5 1 0]
  [4 0 0]
  [4 0 0]
  ...
  [8 4 3]
  [8 4 3]
  [8 4 3]]

 ...

 [[4 0 1]
  [4 0 1]
  [5 1 2]
  ...
  [5 1 0]
  [4 0 0]
  [4 0 0]]

 [[4 0 1]
  [4 0 1]
  [5 1 2]
  ...
  [5 1 0]
  [4 0 0]
  [3 0 0]]

 [[4 0 1]
  [4 0 1]
  [5 1 2]
  ...
  [5 1 0]
  [4 0 0]
  [3 0 0]]]",242, SAB(rs)m pec                                                                                         ,espiral,0,,espiral barrada intermedia,2
143,"[[[ 3  3  5]
  [ 3  3  5]
  [ 3  3  5]
  ...
  [12  8  9]
  [15  9 11]
  [16 10 12]]

 [[ 3  3  5]
  [ 3  3  5]
  [ 3  3  5]
  ...
  [12  8  9]
  [15  9 11]
  [16 10 12]]

 [[ 3  3  5]
  [ 3  3  5]
  [ 3  3  5]
  ...
  [13  9 10]
  [16 10 12]
  [17 11 13]]

 ...

 [[ 2  2  4]
  [ 2  2  4]
  [ 2  2  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 4  4  4]]

 [[ 3  3  5]
  [ 3  3  5]
  [ 4  4  6]
  ...
  [ 2  2  2]
  [ 3  3  3]
  [ 4  4  4]]

 [[ 4  4  6]
  [ 4  4  6]
  [ 5  5  7]
  ...
  [ 2  2  2]
  [ 4  4  4]
  [ 4  4  4]]]",238," (R_1')SB(p,r_s)b pec                                                      ",espiral,0,,espiral barrada,1
146,"[[[15 21  7]
  [15 21  7]
  [14 20  6]
  ...
  [ 1  3  0]
  [ 1  3  0]
  [ 1  3  0]]

 [[15 21  7]
  [15 21  7]
  [14 20  6]
  ...
  [ 1  3  0]
  [ 1  3  0]
  [ 1  3  0]]

 [[17 21  7]
  [17 21  7]
  [16 20  6]
  ...
  [ 1  3  0]
  [ 1  3  0]
  [ 1  3  0]]

 ...

 [[20 15 37]
  [20 15 37]
  [20 15 37]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[19 14 37]
  [18 13 36]
  [18 13 35]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[18 13 36]
  [18 13 36]
  [17 12 34]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]]",243, (L)SB(bl)0/a                                                                                         ,espiral,0,,espiral barrada,1
147,"[[[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [13  1  1]
  [13  1  1]
  [13  1  1]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [13  1  1]
  [13  1  1]
  [13  1  1]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [13  1  1]
  [13  1  1]
  [13  1  1]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 6  2  3]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 6  2  3]]]",244, (L)SB_a0^o                                                                                       ,espiral,0,,espiral barrada peculiar,3
148,"[[[ 4  4  2]
  [ 4  4  2]
  [ 3  3  1]
  ...
  [ 4  5  0]
  [ 0  3  0]
  [ 0  2  0]]

 [[ 5  5  3]
  [ 6  6  4]
  [ 7  7  5]
  ...
  [ 6  7  2]
  [ 2  5  0]
  [ 0  3  0]]

 [[ 5  5  3]
  [ 7  7  5]
  [ 9  9  7]
  ...
  [ 9 10  5]
  [ 4  7  0]
  [ 1  4  0]]

 ...

 [[12  3  4]
  [13  4  5]
  [11  5  5]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]]

 [[10  1  2]
  [11  2  3]
  [12  3  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 9  0  1]
  [10  1  2]
  [11  2  3]
  ...
  [ 6  6  6]
  [ 7  7  7]
  [ 7  7  7]]]",245, S_AB(l)0^o                                                                        ,espiral,0,,espiral barrada intermedia,2
144,"[[[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 6  2  0]
  [ 3  2  0]
  [ 2  1  0]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 6  2  0]
  [ 5  1  0]
  [ 3  2  0]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 7  3  0]
  [ 6  2  0]
  [ 6  2  0]]

 ...

 [[15 10 14]
  [14  9 13]
  [12  7 11]
  ...
  [14 14 12]
  [13 13 11]
  [13 13 11]]

 [[16 10 14]
  [15  9 13]
  [13  7 11]
  ...
  [14 15 10]
  [13 14  9]
  [13 14  9]]

 [[16 10 14]
  [15  9 13]
  [13  7 11]
  ...
  [13 14  9]
  [13 14  9]
  [13 14  9]]]",241, SB(rs)d                                                                                              ,espiral,0,,espiral barrada,1
14,"[[[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 4 16  4]
  [ 3 15  1]
  [ 3 15  1]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 3 15  3]
  [ 3 15  1]
  [ 2 14  0]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 3 15  3]
  [ 3 15  3]
  [ 2 14  2]]

 ...

 [[16  6  4]
  [17  7  5]
  [18  8  6]
  ...
  [28 27 23]
  [26 27 22]
  [25 26 21]]

 [[17  7  5]
  [17  7  5]
  [18  8  6]
  ...
  [28 27 23]
  [26 27 22]
  [25 26 21]]

 [[17  7  5]
  [18  8  6]
  [19  9  7]
  ...
  [28 27 23]
  [26 27 22]
  [25 26 21]]]",17, SA(s)bc                                                                                              ,espiral,0,,espiral no barrada,0
149,"[[[ 9  5  4]
  [ 8  4  3]
  [ 8  4  3]
  ...
  [ 2  2  0]
  [ 4  3  1]
  [ 4  3  1]]

 [[ 9  5  4]
  [ 9  5  4]
  [ 8  4  3]
  ...
  [ 2  2  0]
  [ 3  2  0]
  [ 4  3  1]]

 [[ 9  5  4]
  [ 9  5  4]
  [ 9  5  4]
  ...
  [ 2  2  0]
  [ 3  2  0]
  [ 4  3  1]]

 ...

 [[17 13 12]
  [17 13 12]
  [17 13 12]
  ...
  [ 2  7  0]
  [ 4  9  2]
  [ 5 10  3]]

 [[15  9  9]
  [15  9  9]
  [16 10 10]
  ...
  [ 3  9  0]
  [ 4  9  2]
  [ 6 11  4]]

 [[13  7  7]
  [13  7  7]
  [14  8  8]
  ...
  [ 3  9  0]
  [ 5 10  3]
  [ 6 11  4]]]",247, Im pec or ETG + PR?                                                                                  ,elíptica,1,,irregular,7
150,"[[[ 0  3  0]
  [ 0  3  0]
  [ 1  3  0]
  ...
  [10  1  2]
  [ 9  0  1]
  [ 8  0  0]]

 [[ 0  3  0]
  [ 0  3  0]
  [ 0  2  0]
  ...
  [11  2  3]
  [ 9  0  1]
  [ 8  0  0]]

 [[ 0  1  0]
  [ 0  1  0]
  [ 0  1  0]
  ...
  [12  3  4]
  [10  1  2]
  [ 9  0  1]]

 ...

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [11 11  9]
  [11 11  9]
  [11 11  9]]

 [[ 4  0  1]
  [ 4  0  1]
  [ 4  0  1]
  ...
  [ 9  9  7]
  [ 9  9  7]
  [ 9  9  7]]

 [[ 4  0  1]
  [ 4  0  1]
  [ 4  0  1]
  ...
  [ 8  8  6]
  [ 8  8  6]
  [ 8  8  6]]]",248, SAB(_rs)b                                                                           ,espiral,0,,espiral barrada intermedia,2
151,"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [12  6  6]
  [12  6  6]
  [12  6  6]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [12  6  6]
  [12  6  6]
  [12  6  6]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [11  7  6]
  [11  7  6]
  [11  7  6]]

 ...

 [[ 3  3  1]
  [ 3  3  1]
  [ 3  3  1]
  ...
  [10  4  4]
  [10  4  4]
  [10  4  4]]

 [[ 3  4  0]
  [ 3  4  0]
  [ 3  4  0]
  ...
  [10  4  4]
  [10  4  4]
  [10  4  4]]

 [[ 3  4  0]
  [ 3  4  0]
  [ 3  4  0]
  ...
  [10  4  4]
  [10  4  4]
  [10  4  4]]]",249, SA(s)bc:                                                                                             ,espiral,0,,espiral no barrada,0
152,"[[[13  1  1]
  [13  1  1]
  [13  1  1]
  ...
  [ 6  4  9]
  [ 5  3  8]
  [ 4  2  7]]

 [[13  1  1]
  [13  1  1]
  [13  1  1]
  ...
  [ 6  4  9]
  [ 5  3  8]
  [ 5  3  8]]

 [[13  1  1]
  [13  1  1]
  [13  1  1]
  ...
  [ 7  5 10]
  [ 6  4  9]
  [ 6  4  9]]

 ...

 [[ 5  0  0]
  [ 6  0  0]
  [ 6  0  0]
  ...
  [ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 5  0  0]
  [ 5  0  0]
  [ 6  0  0]
  ...
  [ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 5  0  0]
  [ 5  0  0]
  [ 5  0  0]
  ...
  [ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]]]",250," SB(s,l)dm                                                                                            ",espiral,0,,espiral barrada,1
154,"[[[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [10  4  4]
  [10  4  4]
  [10  4  4]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [10  4  4]
  [10  4  4]
  [10  4  4]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [10  4  4]
  [10  4  4]
  [10  4  4]]

 ...

 [[ 7  9  8]
  [ 7  9  8]
  [ 7  9  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 7  9  8]
  [ 7  9  8]
  [ 7  9  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 7  9  8]
  [ 7  9  8]
  [ 7  9  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",253, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
